Operation, Load Factor, Time, Resize Count
insert,0,4600,0
insert,9.99101e-05,3700,0
insert,0.00019982,2900,0
insert,0.00029973,2500,0
insert,0.00039964,2600,0
insert,0.00049955,2600,0
insert,0.00059946,2500,0
insert,0.000699371,2500,0
insert,0.000799281,2600,0
insert,0.000899191,2600,0
insert,0.000999101,2600,0
insert,0.00109901,2700,0
insert,0.00119892,2500,0
insert,0.00129883,2600,0
insert,0.00139874,2500,0
insert,0.00149865,2500,0
insert,0.00159856,2400,0
insert,0.00169847,2500,0
insert,0.00179838,2700,0
insert,0.00189829,2500,0
insert,0.0019982,2500,0
insert,0.00209811,2600,0
insert,0.00219802,4500,0
insert,0.00229793,2600,0
insert,0.00239784,2300,0
insert,0.00249775,2100,0
insert,0.00259766,2100,0
insert,0.00269757,2300,0
insert,0.00279748,2300,0
insert,0.00289739,2100,0
insert,0.0029973,2300,0
insert,0.00309721,2200,0
insert,0.00319712,2000,0
insert,0.00329703,2200,0
insert,0.00339694,2200,0
insert,0.00349685,2300,0
insert,0.00359676,2000,0
insert,0.00369667,2100,0
insert,0.00379658,2300,0
insert,0.00389649,2400,0
insert,0.0039964,2200,0
insert,0.00409631,2100,0
insert,0.00419622,2400,0
insert,0.00429613,2100,0
insert,0.00439604,2200,0
insert,0.00449595,2100,0
insert,0.00459586,2100,0
insert,0.00469577,2100,0
insert,0.00479568,2100,0
insert,0.00489559,2100,0
insert,0.0049955,2100,0
insert,0.00509541,2300,0
insert,0.00519532,2100,0
insert,0.00529523,2300,0
insert,0.00539514,2100,0
insert,0.00549505,2100,0
insert,0.00559496,2100,0
insert,0.00569487,2200,0
insert,0.00579478,2100,0
insert,0.00589469,2100,0
insert,0.0059946,2400,0
insert,0.00609451,2100,0
insert,0.00619443,2100,0
insert,0.00629434,2100,0
insert,0.00639425,2400,0
insert,0.00649416,2100,0
insert,0.00659407,2400,0
insert,0.00669398,2300,0
insert,0.00679389,2200,0
insert,0.0068938,2000,0
insert,0.00699371,2200,0
insert,0.00709362,2200,0
insert,0.00719353,2100,0
insert,0.00729344,2200,0
insert,0.00739335,2200,0
insert,0.00749326,2200,0
insert,0.00759317,2200,0
insert,0.00769308,2100,0
insert,0.00779299,2100,0
insert,0.0078929,2400,0
insert,0.00799281,2100,0
insert,0.00809272,2000,0
insert,0.00819263,2200,0
insert,0.00829254,2200,0
insert,0.00839245,2200,0
insert,0.00849236,2100,0
insert,0.00859227,2200,0
insert,0.00869218,2100,0
insert,0.00879209,2100,0
insert,0.008892,2100,0
insert,0.00899191,2100,0
insert,0.00909182,2200,0
insert,0.00919173,2000,0
insert,0.00929164,2100,0
insert,0.00939155,2300,0
insert,0.00949146,2200,0
insert,0.00959137,2300,0
insert,0.00969128,2100,0
insert,0.00979119,2100,0
insert,0.0098911,2200,0
insert,0.00999101,2200,0
insert,0.0100909,2300,0
insert,0.0101908,2200,0
insert,0.0102907,2100,0
insert,0.0103906,2200,0
insert,0.0104906,2100,0
insert,0.0105905,2100,0
insert,0.0106904,2000,0
insert,0.0107903,2500,0
insert,0.0108902,2300,0
insert,0.0109901,2200,0
insert,0.01109,2100,0
insert,0.0111899,2400,0
insert,0.0112898,2200,0
insert,0.0113897,2400,0
insert,0.0114897,2100,0
insert,0.0115896,2200,0
insert,0.0116895,2100,0
insert,0.0117894,2300,0
insert,0.0118893,2000,0
insert,0.0119892,2100,0
insert,0.0120891,2100,0
insert,0.012189,2200,0
insert,0.0122889,2200,0
insert,0.0123889,2200,0
insert,0.0124888,2200,0
insert,0.0125887,2500,0
insert,0.0126886,2100,0
insert,0.0127885,2200,0
insert,0.0128884,2300,0
insert,0.0129883,2500,0
insert,0.0130882,2200,0
insert,0.0131881,2100,0
insert,0.013288,2200,0
insert,0.013388,2500,0
insert,0.0134879,2300,0
insert,0.0135878,2100,0
insert,0.0136877,2200,0
insert,0.0137876,2300,0
insert,0.0138875,2200,0
insert,0.0139874,2200,0
insert,0.0140873,2100,0
insert,0.0141872,2000,0
insert,0.0142871,2100,0
insert,0.0143871,2100,0
insert,0.014487,2100,0
insert,0.0145869,2500,0
insert,0.0146868,2100,0
insert,0.0147867,2100,0
insert,0.0148866,2000,0
insert,0.0149865,2400,0
insert,0.0150864,2100,0
insert,0.0151863,2100,0
insert,0.0152862,2100,0
insert,0.0153862,2500,0
insert,0.0154861,2100,0
insert,0.015586,2100,0
insert,0.0156859,2200,0
insert,0.0157858,2100,0
insert,0.0158857,3000,0
insert,0.0159856,2200,0
insert,0.0160855,2200,0
insert,0.0161854,2000,0
insert,0.0162853,2200,0
insert,0.0163853,2500,0
insert,0.0164852,2100,0
insert,0.0165851,2300,0
insert,0.016685,2200,0
insert,0.0167849,2100,0
insert,0.0168848,2300,0
insert,0.0169847,2000,0
insert,0.0170846,2100,0
insert,0.0171845,2100,0
insert,0.0172844,2100,0
insert,0.0173844,2100,0
insert,0.0174843,2200,0
insert,0.0175842,2400,0
insert,0.0176841,2100,0
insert,0.017784,2100,0
insert,0.0178839,2000,0
insert,0.0179838,2100,0
insert,0.0180837,2100,0
insert,0.0181836,2200,0
insert,0.0182835,2100,0
insert,0.0183835,2100,0
insert,0.0184834,2100,0
insert,0.0185833,2000,0
insert,0.0186832,2200,0
insert,0.0187831,2000,0
insert,0.018883,2000,0
insert,0.0189829,2000,0
insert,0.0190828,2100,0
insert,0.0191827,2100,0
insert,0.0192826,2200,0
insert,0.0193826,2200,0
insert,0.0194825,2200,0
insert,0.0195824,2200,0
insert,0.0196823,2200,0
insert,0.0197822,2200,0
insert,0.0198821,2000,0
insert,0.019982,2200,0
insert,0.0200819,2100,0
insert,0.0201818,2100,0
insert,0.0202817,4300,0
insert,0.0203817,2300,0
insert,0.0204816,2200,0
insert,0.0205815,2200,0
insert,0.0206814,2300,0
insert,0.0207813,2200,0
insert,0.0208812,2100,0
insert,0.0209811,2100,0
insert,0.021081,2100,0
insert,0.0211809,2200,0
insert,0.0212808,2100,0
insert,0.0213808,2100,0
insert,0.0214807,2000,0
